n,dimension,trial_index,num_pairs,average_pairwise_cosine_similarity,variance_pairwise_cosine_similarity
2,5,92,1,0.6287631542432851,0.0
2,5,93,1,0.821158403048553,0.0
2,5,94,1,0.6040917035869577,0.0
2,5,95,1,0.7615720547884405,0.0
2,5,96,1,0.8183979732895695,0.0
2,5,97,1,0.86265164091161,0.0
2,5,98,1,0.6388196107786395,0.0
2,5,99,1,0.909766316505938,0.0
2,5,100,1,0.47680337236902265,0.0
2,5,101,1,0.3900653686187293,0.0
2,5,102,1,0.8994163467451319,0.0
2,5,103,1,0.8993587310166765,0.0
2,5,104,1,0.519207079234487,0.0
2,5,105,1,0.6741233222833769,0.0
2,5,106,1,0.5896470977451272,0.0
2,5,107,1,0.8847769315122219,0.0
2,5,108,1,0.80586507897204,0.0
2,5,109,1,0.5895791097606566,0.0
2,5,110,1,0.2704090547024779,0.0
2,5,111,1,0.6437602448463238,0.0
2,5,112,1,0.8592753902002281,0.0
2,5,113,1,0.820821537271624,0.0
2,5,114,1,0.6708800894723117,0.0
2,5,115,1,0.7259343746351828,0.0
2,5,116,1,0.8006967477060809,0.0
2,5,117,1,0.8275009227093739,0.0
2,5,118,1,0.6450092534824732,0.0
2,5,119,1,0.7576218285379648,0.0
2,5,120,1,0.736994525994523,0.0
2,5,121,1,0.8442724169501908,0.0
2,5,122,1,0.8849175845776406,0.0
2,5,123,1,0.5656070154208318,0.0
2,5,124,1,0.7397694563312338,0.0
2,5,125,1,0.56920800546512,0.0
2,5,126,1,0.847907286779391,0.0
2,5,127,1,0.79511687476831,0.0
2,5,128,1,0.7235242377368282,0.0
2,5,129,1,0.6583400035952526,0.0
2,5,130,1,0.47737383827031726,0.0
2,5,131,1,0.8962159609822717,0.0
2,5,132,1,0.5945712736912897,0.0
2,5,133,1,0.6510888103712709,0.0
2,5,134,1,0.7801324429650545,0.0
2,5,135,1,0.6849674294239521,0.0
2,5,136,1,0.9435750677006822,0.0
2,5,137,1,0.9594763327187641,0.0
2,5,138,1,0.783769776339379,0.0
2,5,139,1,0.9055699331193887,0.0
2,5,140,1,0.8110394800853513,0.0
2,5,141,1,0.9578822598304081,0.0
2,5,142,1,0.8005821379266663,0.0
2,5,143,1,0.3414468974222709,0.0
2,5,144,1,0.7930126336153154,0.0
2,5,145,1,0.6158787777064907,0.0
2,5,146,1,0.8130779779904728,0.0
2,5,147,1,0.9064458336192635,0.0
2,5,148,1,0.825368694826271,0.0
2,5,149,1,0.8786929288427525,0.0
2,5,150,1,0.7887923315281212,0.0
2,5,151,1,0.9308366928250598,0.0
2,5,152,1,0.6138312485323227,0.0
2,5,153,1,0.8841536033552988,0.0
2,5,154,1,0.922812380065492,0.0
2,5,155,1,0.8700882251032427,0.0
2,5,156,1,0.7834859318516244,0.0
2,5,157,1,0.9283164350909199,0.0
2,5,158,1,0.8057249856796116,0.0
2,5,159,1,0.7847297993888389,0.0
2,5,160,1,0.8851927660558679,0.0
2,5,161,1,0.7140234422510141,0.0
2,5,162,1,0.75478208171776,0.0
2,5,163,1,0.8979815372625222,0.0
2,5,164,1,0.5073461802478947,0.0
2,5,165,1,0.7749458399261511,0.0
2,5,166,1,0.7511331152476066,0.0
2,5,167,1,0.704860705398674,0.0
2,5,168,1,0.6331239702756154,0.0
2,5,169,1,0.8293426875854374,0.0
2,5,170,1,0.8651519534039547,0.0
2,5,171,1,0.7469190560850708,0.0
2,5,172,1,0.8888755465628028,0.0
2,5,173,1,0.918148911508091,0.0
2,5,174,1,0.8559162129268927,0.0
2,5,175,1,0.785539109420404,0.0
2,5,176,1,0.8510687282447752,0.0
2,5,177,1,0.7190322973723893,0.0
2,5,178,1,0.7951928775745667,0.0
2,5,179,1,0.7626024059622636,0.0
2,5,180,1,0.4741804094837472,0.0
2,5,181,1,0.7873160538709335,0.0
2,5,182,1,0.6095600069529445,0.0
2,5,183,1,0.7563440837298683,0.0
2,5,184,1,0.8552741100344483,0.0
2,5,185,1,0.7638461322267494,0.0
2,5,186,1,0.8110975448359613,0.0
2,5,187,1,0.6497927554278227,0.0
2,5,188,1,0.8769903344525208,0.0
2,5,189,1,0.8225091754088695,0.0
2,5,190,1,0.7340294816792928,0.0
2,5,191,1,0.7326760055068309,0.0
2,5,192,1,0.6896658668482939,0.0
2,5,193,1,0.9684148039263564,0.0
2,5,194,1,0.8927824665674369,0.0
2,5,195,1,0.5260360004186334,0.0
2,5,196,1,0.6702601862558558,0.0
2,5,197,1,0.9301441554777612,0.0
2,5,198,1,0.893031799474891,0.0
2,5,199,1,0.42860005346222424,0.0
2,5,200,1,0.6610904493798069,0.0
2,5,201,1,0.7491117054272088,0.0
2,5,202,1,0.629818881706981,0.0
2,5,203,1,0.7123004057431732,0.0
2,5,204,1,0.756602931497086,0.0
2,5,205,1,0.8424257005109471,0.0
2,5,206,1,0.5645217681893554,0.0
2,5,207,1,0.8686171124352661,0.0
2,5,208,1,0.9378876783237282,0.0
2,5,209,1,0.7725881752993283,0.0
2,5,210,1,0.5764882925842856,0.0
2,5,211,1,0.8626293645160116,0.0
2,5,212,1,0.830453489730192,0.0
2,5,213,1,0.8425567680007359,0.0
2,5,214,1,0.48243404972788656,0.0
2,5,215,1,0.7036906529802701,0.0
2,5,216,1,0.5141483899094854,0.0
2,5,217,1,0.9834306366002439,0.0
2,5,218,1,0.6530423448992824,0.0
2,5,219,1,0.6846848841488902,0.0
2,5,220,1,0.8156591724677238,0.0
2,5,221,1,0.7097670071782074,0.0
2,5,222,1,0.9025215632892049,0.0
2,5,223,1,0.8325388930580916,0.0
2,5,224,1,0.7662402537764392,0.0
2,5,225,1,0.786636340951647,0.0
2,5,226,1,0.9035858116912404,0.0
2,5,227,1,0.9159378398432007,0.0
2,5,228,1,0.9560871704843639,0.0
2,5,229,1,0.8619498709798691,0.0
2,5,230,1,0.8915340652007506,0.0
2,5,231,1,0.8495649698404703,0.0
2,5,232,1,0.9139257367078155,0.0
2,5,233,1,0.4022383982212059,0.0
2,5,234,1,0.6725451781645282,0.0
2,5,235,1,0.8099761829174409,0.0
2,5,236,1,0.6465240926719416,0.0
2,5,237,1,0.9365123914815572,0.0
2,5,238,1,0.9364875162035448,0.0
2,5,239,1,0.7624787706048646,0.0
2,5,240,1,0.8273339317911952,0.0
2,5,241,1,0.5849503970455073,0.0
2,5,242,1,0.9143067870769764,0.0
2,5,243,1,0.8942214320634114,0.0
2,5,244,1,0.9234328990623192,0.0
2,5,245,1,0.8253346650569593,0.0
2,5,246,1,0.6013510129462686,0.0
2,5,247,1,0.7644556792359497,0.0
2,5,248,1,0.46851476840376577,0.0
2,5,249,1,0.7690901304277099,0.0
2,5,250,1,0.7067615230797453,0.0
2,5,251,1,0.7533912048429271,0.0
2,5,252,1,0.7412813627600916,0.0
2,5,253,1,0.6814452797574493,0.0
2,5,254,1,0.55253293039274,0.0
2,5,255,1,0.8192692408806463,0.0
2,5,256,1,0.8601294559105819,0.0
2,5,257,1,0.5599926929333431,0.0
2,5,258,1,0.7209509004048095,0.0
2,5,259,1,0.8110863242988197,0.0
2,5,260,1,0.8862816133220726,0.0
2,5,261,1,0.8616778215369008,0.0
2,5,262,1,0.7642222212675428,0.0
2,5,263,1,0.9590752255755942,0.0
2,5,264,1,0.8430078745034194,0.0
2,5,265,1,0.7264750189392443,0.0
2,5,266,1,0.8345987932281294,0.0
2,5,267,1,0.7034080942811703,0.0
2,5,268,1,0.7966660564807329,0.0
2,5,269,1,0.7547327111671351,0.0
2,5,270,1,0.7845909736583719,0.0
2,5,271,1,0.9427547774638739,0.0
2,5,272,1,0.9138516428708683,0.0
2,5,273,1,0.623206606246632,0.0
2,5,274,1,0.9147640948417751,0.0
2,5,275,1,0.8169804327429294,0.0
2,5,276,1,0.5474482608637183,0.0
2,5,277,1,0.7186941124416553,0.0
2,5,278,1,0.8762645990116534,0.0
2,5,279,1,0.631874034866589,0.0
2,5,280,1,0.7192035661067543,0.0
2,5,281,1,0.7275833051166667,0.0
2,5,282,1,0.5456635545395407,0.0
2,5,283,1,0.7292024307623152,0.0
2,5,284,1,0.8456315037677841,0.0
2,5,285,1,0.7836387747662656,0.0
2,5,286,1,0.7055144131640376,0.0
2,5,287,1,0.8071884815393244,0.0
2,5,288,1,0.7399889191137313,0.0
2,5,289,1,0.9506787474211802,0.0
2,5,290,1,0.8306879398095428,0.0
2,5,291,1,0.8215806787126805,0.0
2,5,292,1,0.6634994745511039,0.0
2,5,293,1,0.5775328705774492,0.0
2,5,294,1,0.6270903449045638,0.0
2,5,295,1,0.6549263229347639,0.0
2,5,296,1,0.9105162808326313,0.0
2,5,297,1,0.7263531357453654,0.0
2,5,298,1,0.5013409875258543,0.0
2,5,299,1,0.46963162920181856,0.0
2,5,300,1,0.7153993389867057,0.0
2,5,301,1,0.7968307706722317,0.0
2,5,302,1,0.7179223839762844,0.0
2,5,303,1,0.7921092038558784,0.0
2,5,304,1,0.8404790390671026,0.0
2,5,305,1,0.8746933719723835,0.0
2,5,306,1,0.8110008710380925,0.0
2,5,307,1,0.851832242519437,0.0
2,5,308,1,0.9637108246834902,0.0
2,5,309,1,0.8040237633063159,0.0
2,5,310,1,0.5574420970826418,0.0
2,5,311,1,0.8326028887586788,0.0
2,5,312,1,0.603911945567933,0.0
2,5,313,1,0.8178548205588784,0.0
2,5,314,1,0.8018446677499639,0.0
2,5,315,1,0.6104297779280795,0.0
2,5,316,1,0.7932504341657427,0.0
2,5,317,1,0.6121729906032989,0.0
2,5,318,1,0.8604153879484536,0.0
2,5,319,1,0.6734872355180198,0.0
2,5,320,1,0.8985961475624474,0.0
2,5,321,1,0.7446514166882566,0.0
2,5,322,1,0.8640201548079485,0.0
2,5,323,1,0.9150542044445561,0.0
2,5,324,1,0.834808664892108,0.0
2,5,325,1,0.7881662018841837,0.0
2,5,326,1,0.8281497356558908,0.0
2,5,327,1,0.5951661499096575,0.0
2,5,328,1,0.8318066751868514,0.0
2,5,329,1,0.9199935633255618,0.0
2,5,330,1,0.957358372969278,0.0
2,5,331,1,0.9224994384211057,0.0
2,5,332,1,0.9551458101744323,0.0
2,5,333,1,0.7828754940757924,0.0
2,5,334,1,0.5940809535716586,0.0
2,5,335,1,0.8113470222945435,0.0
2,5,336,1,0.7826117422616138,0.0
2,5,337,1,0.9508319978337549,0.0
2,5,338,1,0.5940971915920176,0.0
2,5,339,1,0.620520505906629,0.0
2,5,340,1,0.7363739926287484,0.0
2,5,341,1,0.9791432579141529,0.0
2,5,342,1,0.8023121552147755,0.0
2,5,343,1,0.5384711312771252,0.0
2,5,344,1,0.6819491485016435,0.0
2,5,345,1,0.7308885443806598,0.0
2,5,346,1,0.8532310372549232,0.0
2,5,347,1,0.6737796103585679,0.0
2,5,348,1,0.8558753070579668,0.0
2,5,349,1,0.727322660376103,0.0
2,5,350,1,0.5811870876526837,0.0
2,5,351,1,0.7786781758162543,0.0
2,5,352,1,0.8746866261436647,0.0
2,5,353,1,0.7178130944578317,0.0
2,5,354,1,0.5228907320704812,0.0
2,5,355,1,0.9111383108111215,0.0
2,5,356,1,0.9833048751175851,0.0
2,5,357,1,0.9496164159761509,0.0
2,5,358,1,0.8716827980249038,0.0
2,5,359,1,0.8152203161225519,0.0
2,5,360,1,0.6790887138438766,0.0
2,5,361,1,0.7053997354285149,0.0
2,5,362,1,0.9629442521557857,0.0
2,5,363,1,0.7853095898563679,0.0
2,5,364,1,0.7683960762646107,0.0
2,5,365,1,0.7723776793522827,0.0
2,5,366,1,0.8157951001402131,0.0
2,5,367,1,0.6913331728579898,0.0
2,5,368,1,0.7568167478570733,0.0
2,5,369,1,0.8147024040422732,0.0
2,5,370,1,0.8725475120694367,0.0
2,5,371,1,0.9038265365979224,0.0
2,5,372,1,0.6167640347485432,0.0
2,5,373,1,0.555541792988802,0.0
2,5,374,1,0.606551209264974,0.0
2,5,375,1,0.8651453569184714,0.0
2,5,376,1,0.7185716945328469,0.0
2,5,377,1,0.6273964155188119,0.0
2,5,378,1,0.971469299094641,0.0
2,5,379,1,0.6350666165305751,0.0
2,5,380,1,0.8949161675504476,0.0
2,5,381,1,0.7560160745105591,0.0
2,5,382,1,0.8420610310184139,0.0
2,5,383,1,0.7417445394022268,0.0
2,5,384,1,0.4704939804898159,0.0
2,5,385,1,0.722567115339254,0.0
2,5,386,1,0.7007125851653838,0.0
2,5,387,1,0.8629305756852871,0.0
2,5,388,1,0.922738034617139,0.0
2,5,389,1,0.5732086866113513,0.0
2,5,390,1,0.7074165240866033,0.0
2,5,391,1,0.7099388052865433,0.0
2,5,392,1,0.760723141389899,0.0
2,5,393,1,0.7808332963429064,0.0
2,5,394,1,0.774338170668782,0.0
2,5,395,1,0.8129751083493022,0.0
2,5,396,1,0.8608610059429197,0.0
2,5,397,1,0.9355403341812215,0.0
2,5,398,1,0.7784590820382544,0.0
2,5,399,1,0.7058871282374493,0.0
2,5,400,1,0.8957130335168828,0.0
2,5,401,1,0.5257135334991148,0.0
2,5,402,1,0.9088761225043405,0.0
2,5,403,1,0.8236158006741445,0.0
2,5,404,1,0.5855343247152605,0.0
2,5,405,1,0.9926855739997024,0.0
2,5,406,1,0.840763615347092,0.0
2,5,407,1,0.6629916093232447,0.0
2,5,408,1,0.8520598596312386,0.0
2,5,409,1,0.9138107302877498,0.0
2,5,410,1,0.653883131145057,0.0
2,5,411,1,0.5335662895300641,0.0
2,5,412,1,0.9500082328358767,0.0
2,5,413,1,0.8289245116604637,0.0
2,5,414,1,0.7049049746103679,0.0
2,5,415,1,0.9236412069859563,0.0
2,5,416,1,0.4158795223933437,0.0
2,5,417,1,0.8258953140387008,0.0
2,5,418,1,0.7298467062987019,0.0
2,5,419,1,0.902636468039738,0.0
2,5,420,1,0.4700098976374426,0.0
2,5,421,1,0.7897889109735681,0.0
2,5,422,1,0.640030092281784,0.0
2,5,423,1,0.685873230420353,0.0
2,5,424,1,0.8134095836775886,0.0
2,5,425,1,0.911204063040867,0.0
2,5,426,1,0.6258373953684305,0.0
2,5,427,1,0.7294043113186671,0.0
2,5,428,1,0.6774734114162575,0.0
2,5,429,1,0.8832038053070251,0.0
2,5,430,1,0.7495291589956553,0.0
2,5,431,1,0.5078393277320162,0.0
2,5,432,1,0.7513170075668132,0.0
2,5,433,1,0.4876738207832282,0.0
2,5,434,1,0.878331257148584,0.0
2,5,435,1,0.8510681556567982,0.0
2,5,436,1,0.9297208220168589,0.0
2,5,437,1,0.6888279396038652,0.0
2,5,438,1,0.8291574048074388,0.0
2,5,439,1,0.8276966566382254,0.0
2,5,440,1,0.6262911352046326,0.0
2,5,441,1,0.5012285481907666,0.0
2,5,442,1,0.7886102720166923,0.0
2,5,443,1,0.6664637202579408,0.0
2,5,444,1,0.775320648959621,0.0
2,5,445,1,0.8318064667627414,0.0
2,5,446,1,0.9278597751037035,0.0
2,5,447,1,0.7804934100721165,0.0
2,5,448,1,0.7387929910731681,0.0
2,5,449,1,0.6502655011550736,0.0
2,5,450,1,0.9567263963152236,0.0
2,5,451,1,0.7973921539346509,0.0
2,5,452,1,0.9198872273443806,0.0
2,5,453,1,0.6771556322100424,0.0
2,5,454,1,0.9177373678605641,0.0
2,5,455,1,0.6386166197636947,0.0
2,5,456,1,0.9190420462540139,0.0
2,5,457,1,0.3370495616396007,0.0
2,5,458,1,0.857123132693423,0.0
2,5,459,1,0.7823363784860082,0.0
2,5,460,1,0.9006495084604633,0.0
2,5,461,1,0.9412761725321058,0.0
2,5,462,1,0.9519530917239193,0.0
2,5,463,1,0.7850763552945544,0.0
2,5,464,1,0.9256667688863727,0.0
2,5,465,1,0.9228374092940257,0.0
2,5,466,1,0.8816482847947391,0.0
2,5,467,1,0.9526962223624347,0.0
2,5,468,1,0.8757661594779109,0.0
2,5,469,1,0.8753343235582849,0.0
2,5,470,1,0.8106146594097974,0.0
2,5,471,1,0.8877331814526739,0.0
2,5,472,1,0.6773117583075061,0.0
2,5,473,1,0.885208068216072,0.0
2,5,474,1,0.7257703787075451,0.0
2,5,475,1,0.6739590540290948,0.0
2,5,476,1,0.7480273293523666,0.0
2,5,477,1,0.8029119658996698,0.0
2,5,478,1,0.6031296722694521,0.0
2,5,479,1,0.77099583536084,0.0
2,5,480,1,0.7577660432591656,0.0
2,5,481,1,0.5507200664375438,0.0
2,5,482,1,0.9059537634919581,0.0
2,5,483,1,0.7321187753028324,0.0
2,5,484,1,0.9018624349827811,0.0
2,5,485,1,0.8616412625131054,0.0
2,5,486,1,0.8364610471944292,0.0
2,5,487,1,0.5662922891321357,0.0
2,5,488,1,0.7448257770539697,0.0
2,5,489,1,0.7161134756189362,0.0
2,5,490,1,0.6961064320448983,0.0
2,5,491,1,0.7870413033709426,0.0
2,5,492,1,0.6789979246172548,0.0
2,5,493,1,0.8425276095405946,0.0
2,5,494,1,0.3721608115075419,0.0
2,5,495,1,0.9510766279020988,0.0
2,5,496,1,0.7685483454981782,0.0
2,5,497,1,0.6742147169826136,0.0
2,5,498,1,0.5454441392415984,0.0
2,5,499,1,0.8015917328392361,0.0
2,5,500,1,0.8235654454629938,0.0
2,5,501,1,0.646578641257436,0.0
2,5,502,1,0.7667377430273841,0.0
2,5,503,1,0.9618313752890075,0.0
2,5,504,1,0.8754286824227088,0.0
2,5,505,1,0.872895062439686,0.0
2,5,506,1,0.9285590896001936,0.0
2,5,507,1,0.8712477411324625,0.0
2,5,508,1,0.7374045006176458,0.0
2,5,509,1,0.8997733314865025,0.0
2,5,510,1,0.8131933330266279,0.0
2,5,511,1,0.7025311079118725,0.0
2,5,512,1,0.6310326496629874,0.0
2,5,513,1,0.9385579663331378,0.0
2,5,514,1,0.863015758561499,0.0
2,5,515,1,0.7969860813622485,0.0
2,5,516,1,0.8263965838949494,0.0
2,5,517,1,0.7944641522686157,0.0
2,5,518,1,0.7836315155693124,0.0
2,5,519,1,0.7580723914974117,0.0
2,5,520,1,0.742827120040671,0.0
2,5,521,1,0.8103393962178937,0.0
2,5,522,1,0.8382218216437131,0.0
2,5,523,1,0.7492513869338305,0.0
2,5,524,1,0.8814464691322705,0.0
2,5,525,1,0.9549867147667729,0.0
2,5,526,1,0.9071011169884501,0.0
2,5,527,1,0.5846097216866039,0.0
2,5,528,1,0.8717757088074597,0.0
2,5,529,1,0.8142196889766511,0.0
2,5,530,1,0.8335349153123752,0.0
2,5,531,1,0.9288356875860521,0.0
2,5,532,1,0.8047618789643562,0.0
2,5,533,1,0.8744390151636467,0.0
2,5,534,1,0.939233838551987,0.0
2,5,535,1,0.8660317713160007,0.0
2,5,536,1,0.4753475952846204,0.0
2,5,537,1,0.9320558459679328,0.0
2,5,538,1,0.7226451957222306,0.0
2,5,539,1,0.6668101092622732,0.0
2,5,540,1,0.8429652943915522,0.0
2,5,541,1,0.8133087153273346,0.0
2,5,542,1,0.7934307001073242,0.0
2,5,543,1,0.9055109844878878,0.0
2,5,544,1,0.5015752734689016,0.0
2,5,545,1,0.9577800409622171,0.0
2,5,546,1,0.5788971482466757,0.0
2,5,547,1,0.8818380814248455,0.0
2,5,548,1,0.770426314742434,0.0
2,5,549,1,0.7893965631253279,0.0
2,5,550,1,0.47405463681852744,0.0
2,5,551,1,0.6956348126298092,0.0
2,5,552,1,0.6398172533806866,0.0
2,5,553,1,0.899165974841405,0.0
2,5,554,1,0.8583356318876656,0.0
2,5,555,1,0.7114903106449569,0.0
2,5,556,1,0.5372013288696547,0.0
2,5,557,1,0.9202070074588821,0.0
2,5,558,1,0.9068233049311432,0.0
2,5,559,1,0.7961942583668989,0.0
2,5,560,1,0.7322426345256485,0.0
2,5,561,1,0.8923134299306364,0.0
2,5,562,1,0.8774478772058314,0.0
2,5,563,1,0.879616782085887,0.0
2,5,564,1,0.7471353238019766,0.0
2,5,565,1,0.7714873319261989,0.0
2,5,566,1,0.5988651759035437,0.0
2,5,567,1,0.49456500822388777,0.0
2,5,568,1,0.8104817903766897,0.0
2,5,569,1,0.9318749210189472,0.0
2,5,570,1,0.785817658081986,0.0
2,5,571,1,0.7061790737273621,0.0
2,5,572,1,0.9331323481182245,0.0
2,5,573,1,0.9711562572050145,0.0
2,5,574,1,0.7902199710119452,0.0
2,5,575,1,0.698499337322244,0.0
2,5,576,1,0.722318740826638,0.0
2,5,577,1,0.670559864436678,0.0
2,5,578,1,0.931929428768279,0.0
2,5,579,1,0.8050342193919459,0.0
2,5,580,1,0.8861923956776026,0.0
2,5,581,1,0.6946183288074721,0.0
2,5,582,1,0.7082002747401942,0.0
2,5,583,1,0.9277523000078177,0.0
2,5,584,1,0.8451094996218018,0.0
2,5,585,1,0.6799854484580447,0.0
2,5,586,1,0.7584409458040634,0.0
2,5,587,1,0.5871939166135474,0.0
2,5,588,1,0.7422853958245343,0.0
2,5,589,1,0.9612807830689303,0.0
2,5,590,1,0.7513067137547739,0.0
2,5,591,1,0.8720697919854955,0.0
2,5,592,1,0.6157373813376472,0.0
2,5,593,1,0.8660843916950577,0.0
2,5,594,1,0.6529116446240019,0.0
2,5,595,1,0.8350541432093063,0.0
2,5,596,1,0.9541515704276307,0.0
2,5,597,1,0.6156997277332791,0.0
2,5,598,1,0.5524136085334246,0.0
2,5,599,1,0.876824408902968,0.0
2,5,600,1,0.8107632381517214,0.0
2,5,601,1,0.35610472987939357,0.0
2,5,602,1,0.8349796523860753,0.0
2,5,603,1,0.09999718968681864,0.0
2,5,604,1,0.8613030074176924,0.0
2,5,605,1,0.6630061573924275,0.0
2,5,606,1,0.8148130874696206,0.0
2,5,607,1,0.9641903666278274,0.0
2,5,608,1,0.4526630849831037,0.0
2,5,609,1,0.8301404041346764,0.0
2,5,610,1,0.9073314486677749,0.0
2,5,611,1,0.8763215932352915,0.0
2,5,612,1,0.8093831102157891,0.0
2,5,613,1,0.5311262270873918,0.0
2,5,614,1,0.8445434056608392,0.0
2,5,615,1,0.808479055347658,0.0
2,5,616,1,0.7559726266708678,0.0
2,5,617,1,0.8816989276190709,0.0
2,5,618,1,0.6078771511575227,0.0
2,5,619,1,0.5846898513872592,0.0
2,5,620,1,0.7739662473419379,0.0
2,5,621,1,0.8412636722308543,0.0
2,5,622,1,0.759526302920959,0.0
2,5,623,1,0.9104745200702208,0.0
2,5,624,1,0.8093396561354348,0.0
2,5,625,1,0.865104595693234,0.0
2,5,626,1,0.9570308408315489,0.0
2,5,627,1,0.9362184234651704,0.0
2,5,628,1,0.7494670335245619,0.0
2,5,629,1,0.8319828456739541,0.0
2,5,630,1,0.8274773868347319,0.0
2,5,631,1,0.5140369105250039,0.0
2,5,632,1,0.8070183339361627,0.0
2,5,633,1,0.6782712199557761,0.0
2,5,634,1,0.7123231204595092,0.0
2,5,635,1,0.6593917646328339,0.0
2,5,636,1,0.8860734626065389,0.0
2,5,637,1,0.6862710892272711,0.0
2,5,638,1,0.7253848244838929,0.0
2,5,639,1,0.5680566359083746,0.0
2,5,640,1,0.8886357522078714,0.0
2,5,641,1,0.5908740397406876,0.0
2,5,642,1,0.9085084073356755,0.0
2,5,643,1,0.47805248583731574,0.0
2,5,644,1,0.9714454126394414,0.0
2,5,645,1,0.9133064297061433,0.0
2,5,646,1,0.9546287380220828,0.0
2,5,647,1,0.6158897115262982,0.0
2,5,648,1,0.9650114318203773,0.0
2,5,649,1,0.8998009596911527,0.0
2,5,650,1,0.6391892343217259,0.0
2,5,651,1,0.877392029507814,0.0
2,5,652,1,0.6052288925880038,0.0
2,5,653,1,0.8679155946229583,0.0
2,5,654,1,0.8798992689893812,0.0
2,5,655,1,0.510937932017275,0.0
2,5,656,1,0.878860339493075,0.0
2,5,657,1,0.8387010477911137,0.0
2,5,658,1,0.8468173006883967,0.0
2,5,659,1,0.905623667560322,0.0
2,5,660,1,0.8768690061245417,0.0
2,5,661,1,0.8192517730080389,0.0
2,5,662,1,0.6930193165538147,0.0
2,5,663,1,0.8577470766167299,0.0
2,5,664,1,0.8767754389763878,0.0
