game_label,competition_key,competition_value,model,model_short,elo,agent_run_count,final_utility_mean,final_utility_std
game1,comp=0.25,0.25,amazon-nova-pro-v1.0,Nova Pro,1290,4,49.75,12.76388133236386
game1,comp=0.25,0.25,gpt-4o-mini-2024-07-18,GPT-4o mini,1317,6,52.25,22.662193186009162
game1,comp=0.25,0.25,llama-3.3-70b-instruct,Llama 3.3 70B,1318,2,83.0,14.142135623730951
game1,comp=0.25,0.25,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,1322,6,52.583333333333336,19.581666595738643
game1,comp=0.25,0.25,gpt-4o-2024-05-13,GPT-4o,1345,3,56.333333333333336,11.150485789118488
game1,comp=0.25,0.25,deepseek-v3,DeepSeek V3,1358,3,64.63333333333334,15.915506065888493
game1,comp=0.25,0.25,o3-mini-high,o3-mini-high,1363,4,68.05,10.244185342589882
game1,comp=0.25,0.25,gemma-3-27b-it,Gemma 3 27B,1365,6,65.81666666666666,15.359741751301247
game1,comp=0.25,0.25,claude-sonnet-4-20250514,Sonnet 4,1389,4,58.5,24.73189573539939
game1,comp=0.25,0.25,claude-haiku-4-5-20251001,Haiku 4.5,1407,3,69.23333333333333,5.353814839283606
game1,comp=0.25,0.25,qwen3-max-preview,Qwen3 Max,1435,6,60.85,5.144220057501429
game1,comp=0.25,0.25,claude-opus-4-5-20251101,Opus 4.5,1468,2,48.6,14.00071426749364
game1,comp=0.25,0.25,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,1,79.0,
game1,comp=0.25,0.25,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,1478,2,58.0,8.48528137423857
game1,comp=0.25,0.25,gpt-5.4-high,GPT-5.4 High,1484,1,77.0,
game1,comp=0.25,0.25,claude-opus-4-6,Opus 4.6,1499,4,66.625,18.190542414489276
game1,comp=0.25,0.25,claude-opus-4-6-thinking,Opus 4.6 Thinking,1504,1,70.0,
game1,comp=0.50,0.5,amazon-nova-micro-v1.0,Nova Micro,1240,5,46.18,20.862933638393237
game1,comp=0.50,0.5,claude-3-haiku-20240307,Claude 3 Haiku,1260,2,49.945,8.40749962830805
game1,comp=0.50,0.5,command-r-plus-08-2024,Command R+,1276,3,46.92600000000001,14.633196096547058
game1,comp=0.50,0.5,amazon-nova-pro-v1.0,Nova Pro,1290,4,53.8,19.325975611423434
game1,comp=0.50,0.5,gpt-4o-mini-2024-07-18,GPT-4o mini,1317,7,54.555,28.005511511129377
game1,comp=0.50,0.5,llama-3.3-70b-instruct,Llama 3.3 70B,1318,5,33.8,25.897876360813836
game1,comp=0.50,0.5,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,1322,2,75.0,11.313708498984761
game1,comp=0.50,0.5,gpt-4o-2024-05-13,GPT-4o,1345,1,55.800000000000004,
game1,comp=0.50,0.5,deepseek-v3,DeepSeek V3,1358,6,62.370000000000005,17.338713908476603
game1,comp=0.50,0.5,o3-mini-high,o3-mini-high,1363,4,47.5,10.082988974836114
game1,comp=0.50,0.5,gemma-3-27b-it,Gemma 3 27B,1365,6,40.65,25.732761219892435
game1,comp=0.50,0.5,claude-sonnet-4-20250514,Sonnet 4,1389,4,62.2,18.02664694279
game1,comp=0.50,0.5,claude-haiku-4-5-20251001,Haiku 4.5,1407,3,44.333333333333336,18.0092568789868
game1,comp=0.50,0.5,deepseek-r1-0528,DeepSeek R1-0528,1422,1,63.0,
game1,comp=0.50,0.5,qwen3-max-preview,Qwen3 Max,1435,3,41.0,6.0
game1,comp=0.50,0.5,gemini-2.5-pro,Gemini 2.5 Pro,1448,1,81.0,
game1,comp=0.50,0.5,claude-opus-4-5-20251101,Opus 4.5,1468,2,50.3,2.404163056034263
game1,comp=0.50,0.5,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,4,58.25,21.639085008382402
game1,comp=0.50,0.5,gpt-5.4-high,GPT-5.4 High,1484,1,67.5,
game1,comp=0.50,0.5,gemini-3-pro,Gemini 3 Pro,1486,1,63.0,
game1,comp=0.50,0.5,claude-opus-4-6,Opus 4.6,1499,4,58.25,9.069178573608527
game1,comp=0.50,0.5,claude-opus-4-6-thinking,Opus 4.6 Thinking,1504,1,48.0,
game1,comp=0.75,0.75,amazon-nova-micro-v1.0,Nova Micro,1240,2,64.5,12.020815280171307
game1,comp=0.75,0.75,claude-3-haiku-20240307,Claude 3 Haiku,1260,3,33.666666666666664,20.526405757787536
game1,comp=0.75,0.75,command-r-plus-08-2024,Command R+,1276,2,44.0,36.76955262170047
game1,comp=0.75,0.75,amazon-nova-pro-v1.0,Nova Pro,1290,5,59.279999999999994,21.31412677075934
game1,comp=0.75,0.75,gpt-4o-mini-2024-07-18,GPT-4o mini,1317,3,53.166666666666664,20.81065432256596
game1,comp=0.75,0.75,llama-3.3-70b-instruct,Llama 3.3 70B,1318,3,33.666666666666664,10.785793124908956
game1,comp=0.75,0.75,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,1322,1,53.0,
game1,comp=0.75,0.75,gpt-4o-2024-05-13,GPT-4o,1345,3,45.13333333333333,10.450996762669735
game1,comp=0.75,0.75,deepseek-v3,DeepSeek V3,1358,3,51.699999999999996,6.750555532695069
game1,comp=0.75,0.75,o3-mini-high,o3-mini-high,1363,6,60.65,11.510647245050992
game1,comp=0.75,0.75,gemma-3-27b-it,Gemma 3 27B,1365,2,52.5,6.363961030678928
game1,comp=0.75,0.75,claude-sonnet-4-20250514,Sonnet 4,1389,3,55.666666666666664,21.548395145191982
game1,comp=0.75,0.75,deepseek-r1-0528,DeepSeek R1-0528,1422,1,65.0,
game1,comp=0.75,0.75,qwen3-max-preview,Qwen3 Max,1435,3,31.03333333333333,19.86714205247784
game1,comp=0.75,0.75,gemini-2.5-pro,Gemini 2.5 Pro,1448,1,56.0,
game1,comp=0.75,0.75,claude-opus-4-5-20251101,Opus 4.5,1468,3,50.333333333333336,17.925772879665004
game1,comp=0.75,0.75,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,3,49.0,14.0
game1,comp=0.75,0.75,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,1478,2,36.8,8.768124086713186
game1,comp=0.75,0.75,gpt-5.4-high,GPT-5.4 High,1484,1,74.0,
game1,comp=0.75,0.75,claude-opus-4-6,Opus 4.6,1499,1,36.0,
game1,comp=0.75,0.75,claude-opus-4-6-thinking,Opus 4.6 Thinking,1504,1,45.9,
game1,comp=1.00,1.0,amazon-nova-micro-v1.0,Nova Micro,1240,3,35.0,11.532562594670797
game1,comp=1.00,1.0,amazon-nova-pro-v1.0,Nova Pro,1290,1,22.0,
game1,comp=1.00,1.0,gpt-4o-mini-2024-07-18,GPT-4o mini,1317,2,57.0,16.97056274847714
game1,comp=1.00,1.0,llama-3.3-70b-instruct,Llama 3.3 70B,1318,4,44.835,18.295925775975373
game1,comp=1.00,1.0,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,1322,5,31.53,14.993398547360771
game1,comp=1.00,1.0,gpt-4o-2024-05-13,GPT-4o,1345,9,25.984444444444446,14.011109084500688
game1,comp=1.00,1.0,deepseek-v3,DeepSeek V3,1358,3,60.13333333333333,18.31538515383538
game1,comp=1.00,1.0,o3-mini-high,o3-mini-high,1363,3,41.0,21.82865089738713
game1,comp=1.00,1.0,gemma-3-27b-it,Gemma 3 27B,1365,1,25.0,
game1,comp=1.00,1.0,claude-sonnet-4-20250514,Sonnet 4,1389,5,50.61,10.155072624063305
game1,comp=1.00,1.0,claude-haiku-4-5-20251001,Haiku 4.5,1407,1,18.900000000000002,
game1,comp=1.00,1.0,deepseek-r1-0528,DeepSeek R1-0528,1422,1,25.0,
game1,comp=1.00,1.0,qwen3-max-preview,Qwen3 Max,1435,2,16.05,14.212846301849606
game1,comp=1.00,1.0,claude-opus-4-5-20251101,Opus 4.5,1468,2,33.300000000000004,7.636753236814715
game1,comp=1.00,1.0,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,2,26.8,7.353910524340093
game1,comp=1.00,1.0,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,1478,2,39.6,30.547012947258857
game1,comp=1.00,1.0,gpt-5.4-high,GPT-5.4 High,1484,1,32.0,
game1,comp=1.00,1.0,claude-opus-4-6,Opus 4.6,1499,2,44.650000000000006,9.404520189781088
game1,comp=1.00,1.0,claude-opus-4-6-thinking,Opus 4.6 Thinking,1504,3,30.666666666666668,6.110100926607786
