game_label,competition_key,competition_value,model,model_short,elo,agent_run_count,final_utility_mean,final_utility_std
game1,comp=0.75,0.75,amazon-nova-micro-v1.0,Nova Micro,1240,2,64.5,12.020815280171307
game1,comp=0.75,0.75,claude-3-haiku-20240307,Claude 3 Haiku,1260,3,33.666666666666664,20.526405757787536
game1,comp=0.75,0.75,command-r-plus-08-2024,Command R+,1276,1,70.0,
game1,comp=0.75,0.75,amazon-nova-pro-v1.0,Nova Pro,1290,3,73.33333333333333,11.590225767142474
game1,comp=0.75,0.75,gpt-4o-mini-2024-07-18,GPT-4o mini,1317,2,64.0,12.727922061357855
game1,comp=0.75,0.75,llama-3.3-70b-instruct,Llama 3.3 70B,1318,3,33.666666666666664,10.785793124908956
game1,comp=0.75,0.75,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,1322,1,53.0,
game1,comp=0.75,0.75,gpt-4o-2024-05-13,GPT-4o,1345,1,53.1,
game1,comp=0.75,0.75,deepseek-v3,DeepSeek V3,1358,2,55.5,2.1213203435596424
game1,comp=0.75,0.75,o3-mini-high,o3-mini-high,1363,6,60.65,11.510647245050992
game1,comp=0.75,0.75,gemma-3-27b-it,Gemma 3 27B,1365,1,57.0,
game1,comp=0.75,0.75,claude-sonnet-4-20250514,Sonnet 4,1389,2,59.5,28.991378028648448
game1,comp=0.75,0.75,deepseek-r1-0528,DeepSeek R1-0528,1422,1,65.0,
game1,comp=0.75,0.75,qwen3-max-preview,Qwen3 Max,1435,2,42.5,0.7071067811865476
game1,comp=0.75,0.75,gemini-2.5-pro,Gemini 2.5 Pro,1448,1,56.0,
game1,comp=0.75,0.75,claude-opus-4-5-20251101,Opus 4.5,1468,2,56.0,21.213203435596427
game1,comp=0.75,0.75,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,1,63.0,
game1,comp=0.75,0.75,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,1478,1,43.0,
game1,comp=0.75,0.75,gpt-5.4-high,GPT-5.4 High,1484,1,74.0,
game1,comp=1.00,1.0,amazon-nova-micro-v1.0,Nova Micro,1240,2,39.5,12.020815280171307
game1,comp=1.00,1.0,amazon-nova-pro-v1.0,Nova Pro,1290,1,22.0,
game1,comp=1.00,1.0,gpt-4o-mini-2024-07-18,GPT-4o mini,1317,2,57.0,16.97056274847714
game1,comp=1.00,1.0,llama-3.3-70b-instruct,Llama 3.3 70B,1318,4,44.835,18.295925775975373
game1,comp=1.00,1.0,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,1322,4,31.9125,17.28469337303963
game1,comp=1.00,1.0,gpt-4o-2024-05-13,GPT-4o,1345,8,27.1075,14.53900738407838
game1,comp=1.00,1.0,deepseek-v3,DeepSeek V3,1358,3,60.13333333333333,18.31538515383538
game1,comp=1.00,1.0,o3-mini-high,o3-mini-high,1363,2,45.0,29.27422074112307
game1,comp=1.00,1.0,gemma-3-27b-it,Gemma 3 27B,1365,1,25.0,
game1,comp=1.00,1.0,claude-sonnet-4-20250514,Sonnet 4,1389,5,50.61,10.155072624063305
game1,comp=1.00,1.0,claude-haiku-4-5-20251001,Haiku 4.5,1407,1,18.900000000000002,
game1,comp=1.00,1.0,deepseek-r1-0528,DeepSeek R1-0528,1422,1,25.0,
game1,comp=1.00,1.0,qwen3-max-preview,Qwen3 Max,1435,1,26.1,
game1,comp=1.00,1.0,claude-opus-4-5-20251101,Opus 4.5,1468,2,33.300000000000004,7.636753236814715
game1,comp=1.00,1.0,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,1,21.6,
game1,comp=1.00,1.0,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,1478,2,39.6,30.547012947258857
game1,comp=1.00,1.0,gpt-5.4-high,GPT-5.4 High,1484,1,32.0,
game1,comp=1.00,1.0,claude-opus-4-6,Opus 4.6,1499,2,44.650000000000006,9.404520189781088
game1,comp=1.00,1.0,claude-opus-4-6-thinking,Opus 4.6 Thinking,1504,1,36.0,
