competition_level,model,elo_model_name,elo,num_runs,avg_utility,std_utility
0.25,deepseek-r1-0528,deepseek-r1-0528,1422,4,87.15,7.743868542272651
0.25,qwen3-max-preview,qwen3-max-preview,1435,4,81.25,9.41740410091868
0.25,gemini-2.5-pro,gemini-2.5-pro,1448,4,76.1093442,24.05932159605131
0.25,claude-opus-4-5-20251101,claude-opus-4-5-20251101,1468,4,85.55,5.967202024399709
0.25,claude-opus-4-5-20251101-thinking-32k,claude-opus-4-5-20251101-thinking-32k,1474,4,79.6975,19.184095463430115
0.25,gpt-5.2-chat-latest-20260210,gpt-5.2-chat-latest-20260210,1478,4,80.55,10.450239231711397
0.25,gpt-5.4-high,gpt-5.4-high,1484,4,84.25,3.897114317029974
0.25,gemini-3-pro,gemini-3-pro,1486,4,88.075,10.893432654585974
0.25,claude-opus-4-6,claude-opus-4-6,1499,4,82.6,8.909545442950497
0.25,claude-opus-4-6-thinking,claude-opus-4-6-thinking,1504,4,90.25,3.031088913245535
0.5,llama-3.2-1b-instruct,llama-3.2-1b-instruct,1110,4,58.22565,16.884681630623067
0.5,llama-3.2-3b-instruct,llama-3.2-3b-instruct,1166,4,54.975,24.255965761024648
0.5,llama-3.1-8b-instruct,llama-3.1-8b-instruct,1211,4,72.915,15.232585959055015
0.5,amazon-nova-micro-v1.0,amazon-nova-micro-v1.0,1240,4,67.6,16.57648937501545
0.5,claude-3-haiku-20240307,claude-3-haiku-20240307,1260,4,71.375,10.316097857232647
0.5,command-r-plus-08-2024,command-r-plus-08-2024,1276,4,56.42400000000001,3.6377297865564433
0.5,amazon-nova-pro-v1.0,amazon-nova-pro-v1.0,1290,4,68.275,7.401140114874198
0.5,qwen2.5-72b-instruct,qwen2.5-72b-instruct,1302,4,66.925,23.34666732105463
0.5,gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1317,4,54.8205,24.95805803242712
0.5,llama-3.3-70b-instruct,llama-3.3-70b-instruct,1318,4,73.0,8.602325267042627
0.5,gpt-4.1-nano-2025-04-14,gpt-4.1-nano-2025-04-14,1322,4,66.25,14.271912976192084
0.5,qwq-32b,qwq-32b,1336,4,76.75,9.959292143521045
0.5,gpt-5-nano-high,gpt-5-nano-high,1337,4,76.95,12.751764583774277
0.5,gpt-4o-2024-05-13,gpt-4o-2024-05-13,1345,4,63.4375,6.266316202522821
0.5,deepseek-v3,deepseek-v3,1358,4,65.9,9.007219326740078
0.5,o3-mini-high,o3-mini-high,1363,4,80.5075,17.658076586933245
0.5,gemma-3-27b-it,gemma-3-27b-it,1365,3,60.122,15.903011287174515
0.5,claude-sonnet-4-20250514,claude-sonnet-4-20250514,1389,4,73.9,13.95456914419073
0.5,deepseek-r1,deepseek-r1,1398,4,65.23875,11.367839710670623
0.5,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,1407,4,64.25,12.480685077350522
0.5,deepseek-r1-0528,deepseek-r1-0528,1422,4,78.80000000000001,7.772708665581126
0.5,qwen3-max-preview,qwen3-max-preview,1435,4,80.25,8.699856320652657
0.5,gemini-2.5-pro,gemini-2.5-pro,1448,4,71.805,13.740599513849457
0.5,claude-opus-4-5-20251101,claude-opus-4-5-20251101,1468,4,81.0,2.449489742783178
0.5,claude-opus-4-5-20251101-thinking-32k,claude-opus-4-5-20251101-thinking-32k,1474,4,74.7125,6.90093970050456
0.5,gpt-5.2-chat-latest-20260210,gpt-5.2-chat-latest-20260210,1478,4,71.2575,13.20545034256689
0.5,gpt-5.4-high,gpt-5.4-high,1484,4,72.275,3.9530842389202885
0.5,gemini-3-pro,gemini-3-pro,1486,4,83.325,8.128153234283912
0.5,claude-opus-4-6,claude-opus-4-6,1499,4,75.0,6.363961030678928
0.5,claude-opus-4-6-thinking,claude-opus-4-6-thinking,1504,4,82.415,10.995302406027763
0.75,llama-3.2-1b-instruct,llama-3.2-1b-instruct,1110,3,65.66666666666667,8.379870059984356
0.75,llama-3.2-3b-instruct,llama-3.2-3b-instruct,1166,4,63.85,8.152760268767874
0.75,llama-3.1-8b-instruct,llama-3.1-8b-instruct,1211,4,51.343450000000004,8.760003750427279
0.75,amazon-nova-micro-v1.0,amazon-nova-micro-v1.0,1240,4,59.54515,18.64382647332623
0.75,claude-3-haiku-20240307,claude-3-haiku-20240307,1260,4,66.0,12.68857754044952
0.75,command-r-plus-08-2024,command-r-plus-08-2024,1276,4,50.318924137500005,18.272397911233224
0.75,amazon-nova-pro-v1.0,amazon-nova-pro-v1.0,1290,4,47.4675,15.585591703557487
0.75,qwen2.5-72b-instruct,qwen2.5-72b-instruct,1302,4,49.75,1.918984106239549
0.75,gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1317,4,47.1180593725,21.2968174605422
0.75,llama-3.3-70b-instruct,llama-3.3-70b-instruct,1318,4,66.5,11.864653387267577
0.75,gpt-4.1-nano-2025-04-14,gpt-4.1-nano-2025-04-14,1322,2,56.0,4.0
0.75,qwq-32b,qwq-32b,1336,4,56.3155,12.541389107670648
0.75,gpt-5-nano-high,gpt-5-nano-high,1337,4,76.25,15.658464164789597
0.75,gpt-4o-2024-05-13,gpt-4o-2024-05-13,1345,4,65.15,13.581881312984589
0.75,deepseek-v3,deepseek-v3,1358,4,63.55,11.487928446852374
0.75,o3-mini-high,o3-mini-high,1363,4,71.2,9.365895579174474
0.75,gemma-3-27b-it,gemma-3-27b-it,1365,4,48.88231375,14.436732296829403
0.75,claude-sonnet-4-20250514,claude-sonnet-4-20250514,1389,4,66.7,11.864653387267577
0.75,deepseek-r1,deepseek-r1,1398,4,66.925,6.8056502260989005
0.75,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,1407,4,66.5,7.0178344238090995
0.75,deepseek-r1-0528,deepseek-r1-0528,1422,4,60.75,8.437268515343103
0.75,qwen3-max-preview,qwen3-max-preview,1435,4,68.874425,18.868308674650066
0.75,gemini-2.5-pro,gemini-2.5-pro,1448,4,69.575,11.719294987327523
0.75,claude-opus-4-5-20251101,claude-opus-4-5-20251101,1468,4,72.0,5.873670062235365
0.75,claude-opus-4-5-20251101-thinking-32k,claude-opus-4-5-20251101-thinking-32k,1474,4,70.0,5.656854249492381
0.75,gpt-5.2-chat-latest-20260210,gpt-5.2-chat-latest-20260210,1478,4,72.5,4.330127018922194
0.75,gpt-5.4-high,gpt-5.4-high,1484,4,70.2,12.555476892575607
0.75,gemini-3-pro,gemini-3-pro,1486,4,67.6,11.49282384794964
0.75,claude-opus-4-6,claude-opus-4-6,1499,4,74.65,4.524102120863321
0.75,claude-opus-4-6-thinking,claude-opus-4-6-thinking,1504,4,70.55,6.8049614253131505
0.9,llama-3.2-1b-instruct,llama-3.2-1b-instruct,1110,4,47.7787475,11.583153413741385
0.9,llama-3.2-3b-instruct,llama-3.2-3b-instruct,1166,2,24.0,13.0
0.9,llama-3.1-8b-instruct,llama-3.1-8b-instruct,1211,4,54.325,15.683968726059103
0.9,amazon-nova-micro-v1.0,amazon-nova-micro-v1.0,1240,4,39.24261752625,19.247670651755904
0.9,claude-3-haiku-20240307,claude-3-haiku-20240307,1260,4,54.45,7.353060587265686
0.9,command-r-plus-08-2024,command-r-plus-08-2024,1276,4,40.69489349025,16.404629932261713
0.9,amazon-nova-pro-v1.0,amazon-nova-pro-v1.0,1290,4,52.5,14.150971698084906
0.9,qwen2.5-72b-instruct,qwen2.5-72b-instruct,1302,4,59.85,11.356385868752435
0.9,gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1317,4,42.76735725,13.11067922143558
0.9,llama-3.3-70b-instruct,llama-3.3-70b-instruct,1318,4,45.8325,9.787551724001256
0.9,gpt-4.1-nano-2025-04-14,gpt-4.1-nano-2025-04-14,1322,3,47.928666666666665,17.20343503166995
0.9,qwq-32b,qwq-32b,1336,4,56.25,4.656984002549289
0.9,gpt-5-nano-high,gpt-5-nano-high,1337,4,60.915,4.523900418886339
0.9,gpt-4o-2024-05-13,gpt-4o-2024-05-13,1345,4,55.63,7.316946084262203
0.9,deepseek-v3,deepseek-v3,1358,4,35.02070550125,11.863222079870367
0.9,o3-mini-high,o3-mini-high,1363,3,45.34666666666667,16.50251967293345
0.9,gemma-3-27b-it,gemma-3-27b-it,1365,4,53.86,7.725723267112277
0.9,claude-sonnet-4-20250514,claude-sonnet-4-20250514,1389,4,52.849500000000006,6.430797054020595
0.9,deepseek-r1,deepseek-r1,1398,4,54.25,4.866980583482946
0.9,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,1407,4,61.525,12.015692863917586
0.9,deepseek-r1-0528,deepseek-r1-0528,1422,4,58.71,6.342893661413534
0.9,qwen3-max-preview,qwen3-max-preview,1435,4,51.8,6.177378084592202
0.9,gemini-2.5-pro,gemini-2.5-pro,1448,4,61.75,6.219927652312364
0.9,claude-opus-4-5-20251101,claude-opus-4-5-20251101,1468,4,62.05425,10.978721655434205
0.9,claude-opus-4-5-20251101-thinking-32k,claude-opus-4-5-20251101-thinking-32k,1474,4,62.0,3.7416573867739413
0.9,gpt-5.2-chat-latest-20260210,gpt-5.2-chat-latest-20260210,1478,4,50.8125,9.051313095346995
0.9,gpt-5.4-high,gpt-5.4-high,1484,4,61.375,7.594200089542018
0.9,gemini-3-pro,gemini-3-pro,1486,4,53.425,8.043125947043228
0.9,claude-opus-4-6,claude-opus-4-6,1499,4,62.475,8.948568321245585
0.9,claude-opus-4-6-thinking,claude-opus-4-6-thinking,1504,4,58.21325,10.207985927081793
0.95,llama-3.2-1b-instruct,llama-3.2-1b-instruct,1110,2,41.07445,8.925550000000001
0.95,llama-3.2-3b-instruct,llama-3.2-3b-instruct,1166,4,54.75,9.202581159652981
0.95,llama-3.1-8b-instruct,llama-3.1-8b-instruct,1211,4,39.08675,13.606416746796343
0.95,amazon-nova-micro-v1.0,amazon-nova-micro-v1.0,1240,4,44.575,12.6925913429843
0.95,claude-3-haiku-20240307,claude-3-haiku-20240307,1260,4,55.45,14.873046090159205
0.95,command-r-plus-08-2024,command-r-plus-08-2024,1276,4,44.62871125,13.59956194175495
0.95,amazon-nova-pro-v1.0,amazon-nova-pro-v1.0,1290,4,47.45,5.975575286112625
0.95,qwen2.5-72b-instruct,qwen2.5-72b-instruct,1302,4,54.75,11.88749342796874
0.95,gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1317,3,57.86666666666667,10.616130284723441
0.95,llama-3.3-70b-instruct,llama-3.3-70b-instruct,1318,4,49.2529,9.20097055913125
0.95,gpt-4.1-nano-2025-04-14,gpt-4.1-nano-2025-04-14,1322,3,47.07,6.853013935488531
0.95,qwq-32b,qwq-32b,1336,4,54.54475,12.275575656053771
0.95,gpt-5-nano-high,gpt-5-nano-high,1337,4,50.975,4.8735895395488535
0.95,gpt-4o-2024-05-13,gpt-4o-2024-05-13,1345,4,39.098907000000004,10.65678994287196
0.95,deepseek-v3,deepseek-v3,1358,4,45.825750000000006,6.460321291352313
0.95,o3-mini-high,o3-mini-high,1363,4,40.850679046500005,13.135748391372209
0.95,gemma-3-27b-it,gemma-3-27b-it,1365,4,42.0325,13.696063987511156
0.95,claude-sonnet-4-20250514,claude-sonnet-4-20250514,1389,4,52.125,7.781187248742958
0.95,deepseek-r1,deepseek-r1,1398,4,52.150000000000006,11.796079857308527
0.95,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,1407,4,43.92,5.08001968500123
0.95,deepseek-r1-0528,deepseek-r1-0528,1422,4,54.2,5.424020648928245
0.95,qwen3-max-preview,qwen3-max-preview,1435,4,57.25,5.889609494694874
0.95,gemini-2.5-pro,gemini-2.5-pro,1448,4,62.075,4.606177916668004
0.95,claude-opus-4-5-20251101,claude-opus-4-5-20251101,1468,4,53.2,2.723967694375248
0.95,claude-opus-4-5-20251101-thinking-32k,claude-opus-4-5-20251101-thinking-32k,1474,4,62.75,5.931905258852336
0.95,gpt-5.2-chat-latest-20260210,gpt-5.2-chat-latest-20260210,1478,4,60.725,4.180535252811535
0.95,gpt-5.4-high,gpt-5.4-high,1484,4,59.825,2.9566661969184147
0.95,gemini-3-pro,gemini-3-pro,1486,4,59.9225,13.176419041226639
0.95,claude-opus-4-6,claude-opus-4-6,1499,4,57.9,2.455605831561735
0.95,claude-opus-4-6-thinking,claude-opus-4-6-thinking,1504,4,49.025,6.674719095212922
1.0,llama-3.2-1b-instruct,llama-3.2-1b-instruct,1110,2,32.5,12.5
1.0,llama-3.2-3b-instruct,llama-3.2-3b-instruct,1166,3,25.69763109666667,19.059603138594973
1.0,llama-3.1-8b-instruct,llama-3.1-8b-instruct,1211,4,22.1325,11.107325004248322
1.0,amazon-nova-micro-v1.0,amazon-nova-micro-v1.0,1240,4,28.878500000000003,14.413743675742262
1.0,claude-3-haiku-20240307,claude-3-haiku-20240307,1260,4,19.75,15.808462923383791
1.0,command-r-plus-08-2024,command-r-plus-08-2024,1276,4,39.25,2.165063509461097
1.0,amazon-nova-pro-v1.0,amazon-nova-pro-v1.0,1290,4,45.2725,6.608688882826911
1.0,qwen2.5-72b-instruct,qwen2.5-72b-instruct,1302,3,37.46666666666667,15.938492888462056
1.0,gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1317,4,38.67,11.599771549474584
1.0,llama-3.3-70b-instruct,llama-3.3-70b-instruct,1318,4,40.050000000000004,1.2616061191988566
1.0,gpt-4.1-nano-2025-04-14,gpt-4.1-nano-2025-04-14,1322,4,26.8125,3.114685979356507
1.0,qwq-32b,qwq-32b,1336,4,42.0875,13.090472441818134
1.0,gpt-5-nano-high,gpt-5-nano-high,1337,4,38.1577558225,19.83361864487981
1.0,gpt-4o-2024-05-13,gpt-4o-2024-05-13,1345,3,53.177,17.723353463721246
1.0,deepseek-v3,deepseek-v3,1358,4,28.13515225,12.268008686907594
1.0,o3-mini-high,o3-mini-high,1363,3,48.57403333333333,7.365422495387182
1.0,gemma-3-27b-it,gemma-3-27b-it,1365,4,30.090000000000003,16.799651782105485
1.0,claude-sonnet-4-20250514,claude-sonnet-4-20250514,1389,4,34.915635,10.078532996407514
1.0,deepseek-r1,deepseek-r1,1398,4,48.925,2.803011773075525
1.0,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,1407,4,38.18115,10.868034368849779
1.0,deepseek-r1-0528,deepseek-r1-0528,1422,4,47.3625,6.339891067676162
1.0,qwen3-max-preview,qwen3-max-preview,1435,4,40.9104,6.3097515386899365
1.0,gemini-2.5-pro,gemini-2.5-pro,1448,4,50.625,7.266489867879814
1.0,claude-opus-4-5-20251101,claude-opus-4-5-20251101,1468,4,54.49775,6.222223492249376
1.0,claude-opus-4-5-20251101-thinking-32k,claude-opus-4-5-20251101-thinking-32k,1474,4,56.25,13.699908758820257
1.0,gpt-5.2-chat-latest-20260210,gpt-5.2-chat-latest-20260210,1478,4,39.371,4.97218377576694
1.0,gpt-5.4-high,gpt-5.4-high,1484,4,38.774725000000004,5.542063602745372
1.0,gemini-3-pro,gemini-3-pro,1486,4,45.9375,7.1041691104590114
1.0,claude-opus-4-6,claude-opus-4-6,1499,4,40.33065225,8.494627676495902
1.0,claude-opus-4-6-thinking,claude-opus-4-6-thinking,1504,4,47.099500000000006,4.6272995094331195
