path,status,audit_ids,directory_selector_overlap
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/.claude/hooks/notification.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/.claude/hooks/post_tool_use.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/.claude/hooks/pre_tool_use_simple.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/.claude/hooks/stop.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/.claude/hooks/subagent_stop.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/.claude/scripts/analyze-logs.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/.claude/scripts/auto-commit-research.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/.claude/scripts/extract-claude-session.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/.claude/scripts/format-python.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/.claude/scripts/log-activity.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/.claude/scripts/notify.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/.claude/scripts/test-commit-message.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/.claude/scripts/test-file-organization-hook.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/.claude/scripts/validate-file-organization.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/.claude/scripts/validate-no-mock.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/configs/test_time_compute_scaling.yaml,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/docs/workshop/claude_code/get_cc_docs.sh,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/docs/workshop/generate_pdf.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/game_environments/__init__.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/game_environments/base.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/game_environments/co_funding.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/game_environments/cofunding_metrics.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/game_environments/contract_metrics.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/game_environments/contract_negotiation.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/game_environments/diplomatic_treaty.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/game_environments/item_allocation.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/game_environments/metrics.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/legacy/diplomacy_environment/diplo_implementation.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/legacy/negotiation/agent_experience_logger.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/legacy/negotiation/communication.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/legacy/negotiation/config_integration.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/legacy/negotiation/enhanced_vector_generator.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/legacy/negotiation/environment.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/legacy/negotiation/experiment_analysis.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/legacy/negotiation/experiment_phases.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/legacy/negotiation/negotiation_runner.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/legacy/negotiation/utility_engine.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/legacy/vis_old/analyze_convergence_rounds.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/legacy/vis_old/analyze_number_of_runs_in_heatmap.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/legacy/vis_old/analyze_token_usage.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/legacy/vis_old/cost_dashboard.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/legacy/vis_old/create_mmlu_ordered_heatmaps.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/legacy/vis_old/create_mmlu_ordered_heatmaps_filtered.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/legacy/vis_old/create_no_consensus_heatmap_wonky.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/legacy/vis_old/create_scaling_regplot.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/legacy/vis_old/visualize_latest_batch.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/legacy/vis_old/visualize_negotiation_results.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/negotiation/__init__.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/negotiation/agent_factory.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/negotiation/llm_agents.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/negotiation/model_clients.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/negotiation/model_config.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/negotiation/multi_agent_vector_generator.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/negotiation/openrouter_client.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/negotiation/openrouter_proxy_monitor.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/negotiation/preferences.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/negotiation/random_vector_generator.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/negotiation/xai_proxy_monitor.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/run_strong_models_experiment.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/analyze_order_effects.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/analyze_qwen_results.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/collect_3agent_results.sh,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/collect_cofunding_results.sh,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/collect_qwen_results.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/collect_results.sh,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/debug_agent_swap.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/generate_cofunding_configs.sh,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/generate_configs_3agent.sh,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/generate_configs_both_orders.sh,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/generate_contract_configs.sh,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/generate_diplomacy_configs.sh,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/generate_single_config.sh,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/generate_ttc_configs.sh,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/generate_ttc_experiments.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/log_utils.sh,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/nov_19_results/generate_advisor_presentation.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/nov_19_results/plot_qwen_results.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/nov_19_results/run_qwen_experiments_comp0_LOCAL.sh,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/nov_19_results/run_qwen_experiments_comp1_LOCAL.sh,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/nov_19_results/submit_cpu_gpt5_high_vs_low_effort.sbatch,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/nov_19_results/submit_cpu_gpt5_low_vs_high_effort.sbatch,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/nov_19_results/submit_cpu_gpt5_low_vs_low_effort.sbatch,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/nov_19_results/submit_cpu_gpt5_low_vs_medium_effort.sbatch,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/nov_19_results/submit_cpu_gpt5_medium_vs_low_effort.sbatch,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/nov_19_results/submit_qwen_14b_comp1.sbatch,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/nov_19_results/submit_qwen_32b_comp1.sbatch,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/nov_19_results/submit_qwen_3b_comp1.sbatch,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/nov_19_results/submit_qwen_72b_comp1.sbatch,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/nov_19_results/submit_qwen_7b_comp1.sbatch,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/rerun_experiments.sh,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/run_all_3agent.sh,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/run_all_simple.sh,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/run_api_jobs_tmux.sh,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/run_batch_tmux_sessions.sh,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/run_grok4_tmux.sh,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/run_short_experiment.sh,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/run_single_3agent_experiment.sh,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/run_single_experiment_simple.sh,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/scripts/validate_cosine_similarity.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/strong_models_experiment/__init__.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/strong_models_experiment/agents/__init__.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/strong_models_experiment/agents/agent_factory.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/strong_models_experiment/analysis/__init__.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/strong_models_experiment/analysis/analyzer.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/strong_models_experiment/configs.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/strong_models_experiment/data_models.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/strong_models_experiment/experiment.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/strong_models_experiment/phases/__init__.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/strong_models_experiment/phases/phase_handlers.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/strong_models_experiment/prompts/__init__.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/strong_models_experiment/prompts/prompt_generator.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/strong_models_experiment/utils/__init__.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/strong_models_experiment/utils/experiment_utils.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/debug_agent_creation.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/debug_openrouter_models.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/run_debug_with_output.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_2agent_varying_items.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_3agent_all_competition_levels.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_3agent_preferences.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_agent_logging.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_all_models.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_allocation_preferences.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_cofunding_config.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_cofunding_game.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_cofunding_metrics.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_cofunding_phases.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_communication.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_contract_metrics.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_contract_negotiation.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_diplomatic_treaty.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_enhanced_config.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_environment.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_experiment_integration.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_experiment_with_cap.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_game_environments.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_grok_experiment.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_grok_integration.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_integer_constraints.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_item_allocation_refactor.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_llm_agents.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_metrics.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_model_config.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_model_configuration.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_o3_debug.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_o3_experiment.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_o3_json_parsing.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_o3_parsing.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_openrouter_direct.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_parameter_effects.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_parameter_effects_simple.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_phase_handler_integration.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_preferences.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_prompt_clarity.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_quick_validation.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_random_vectors.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_reflection_cap.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_reflection_phase.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_step_8_1_and_8_2.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_token_limits.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_utility_engine.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/tests/test_xai_api_script.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/ui/__init__.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/ui/analysis.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/ui/comparison_view.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/ui/components.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/ui/experiment_viewer.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/ui/negotiation_viewer.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/ui/run_viewer.sh,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/ui/scaling_experiment_analysis.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/utils/context_analyzer.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/utils/session_manager.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/utils/spec_validator.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/utils/task_manager.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/utils/todo_manager.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/utils/verification_framework.py,protected-other-git-worktree,e43,
/scratch/gpfs/DANQIC/jz4391/bargain/.claude/worktrees/contract-negotiation/utils/verification_metrics.py,protected-other-git-worktree,e43,
